Date,Loyalty Number (0=Not on scheme),Basket
19,4300061296,"['Blu Ray', 'Utensils', 'Bagel', 'Pitta', 'Sweet Treats', 'Fresh Fruit Juice', 'Tea', 'Coffee', 'Fresh Fish', 'Fresh Pizza', 'Oil']"
19,4300645872,"['Blu Ray', 'Computer', 'Utensils', 'Crumpet', 'Bananas', 'Fresh Fish']"
19,4330638440,"['Bagel', 'Naan', 'Croissant', 'Cake', 'Bananas', 'Fresh Milk', 'Fresh Beef', 'Fresh Pasta', 'Fresh Pizza', 'Olives', 'Jam']"
19,0,"['Bagel', 'Croissant', 'Lemonade', 'Sports and Energy', 'Still Water', 'Fresh Fruit Juice', 'Olives', 'Pickles']"
19,4303019040,"['Christmas Cards', 'Utensils', 'Pitta', 'Naan', 'Crumpet', 'Cake', 'Bananas', 'Fresh Milk', 'Fresh Flowers', 'Oil', 'Vinegar', 'Icing Sugar']"
19,4302703576,"['Glasses', 'Bagel', 'Sweet Treats', 'Cake', 'Tea', 'Bananas', 'Fresh Milk', 'Cous cous']"
19,0,"['Pitta', 'Fresh Beef', 'Fresh Pasta', 'Fresh Pizza']"
19,4300071784,"['Blu Ray', 'TV', 'Computer', 'Naan', 'Sweet Treats', 'Lemonade', 'Tea', 'Coffee', 'Bananas', 'Eggs', 'Fresh Pizza', 'Flour']"
19,4301095280,"['Bagel', 'Pitta', 'Crumpet', 'Cake', 'Tea', 'Coffee', 'Fresh Pasta', 'Dried Fruit and Nuts', 'Soup', 'Olives', 'Flour']"
19,4300828112,"['Christmas Cards', 'Blu Ray', 'TV', 'Utensils', 'Pitta', 'Crumpet', 'Cake', 'Bananas', 'Fresh Milk', 'Eggs', 'Fresh Fish', 'Gravy', 'Vinegar', 'Olives', 'Pickles']"
19,0,"['Blu Ray', 'TV', 'Utensils', 'Bagel', 'Crumpet', 'Still Water', 'Tea', 'Bananas', 'Fresh Milk', 'Fresh Beef', 'Fresh Pasta', 'Dried Fruit and Nuts', 'Tinned Fruit', 'Flour']"
19,4300974776,"['Still Water', 'Bananas', 'Fresh Milk', 'Fresh Beef', 'Fresh Pasta', 'Fresh Pizza', 'Pickles']"
19,0,"['Eggs', 'Fresh Fish', 'Fresh Flowers', 'Tinned Fruit', 'Oil']"
19,0,"['Christmas Cards', 'TV', 'Sweet Treats', 'Fresh Fruit Juice', 'Bananas', 'Soup', 'Tinned Fruit', 'Oil', 'Cous cous', 'Vinegar', 'Olives', 'Pickles', 'Flour', 'Icing Sugar']"
19,4300979448,"['Christmas Cards', 'Computer', 'Bananas', 'Fresh Flowers', 'Oil', 'Cous cous', 'Vinegar']"
19,0,"['Bagel', 'Coffee', 'Bananas', 'Fresh Milk', 'Eggs', 'Fresh Pasta', 'Fresh Flowers', 'Dried Fruit and Nuts', 'Olives', 'Flour']"
19,0,"['Fresh Milk', 'Dried Fruit and Nuts', 'Soup', 'Gravy', 'Icing Sugar']"
19,0,"['Christmas Cards', 'Bagel', 'Naan', 'Still Water', 'Fresh Beef', 'Fresh Pasta', 'Oil']"
19,4301201280,"['TV', 'Utensils', 'Cake', 'Lemonade', 'Fresh Fruit Juice', 'Coffee', 'Fresh Beef', 'Soup', 'Gravy', 'Cous cous', 'Pickles', 'Icing Sugar']"
19,0,"['Christmas Cards', 'Glasses', 'Bananas', 'Eggs', 'Dried Fruit and Nuts', 'Gravy', 'Pickles', 'Flour', 'Icing Sugar']"
19,0,"['Pitta', 'Crumpet', 'Sweet Treats', 'Gravy', 'Vinegar', 'Olives', 'Icing Sugar']"
19,0,"['Croissant', 'Sweet Treats', 'Cake', 'Gravy', 'Pickles']"
19,4300640128,"['Glasses', 'Tea', 'Fresh Pasta', 'Fresh Pizza', 'Fresh Flowers']"
19,0,"['Utensils', 'Fresh Fruit Juice', 'Coffee', 'Fresh Milk', 'Eggs', 'Fresh Pasta', 'Fresh Pizza']"
19,4299952784,"['Computer', 'Still Water', 'Eggs', 'Fresh Flowers', 'Cous cous', 'Vinegar', 'Olives', 'Jam']"
19,4302856272,"['Christmas Cards', 'Blu Ray', 'TV', 'Computer', 'Glasses', 'Lemonade', 'Sports and Energy', 'Still Water', 'Fresh Fruit Juice', 'Bananas', 'Dried Fruit and Nuts', 'Gravy']"
19,4301190208,"['Cake', 'Fresh Milk', 'Gravy', 'Vinegar', 'Olives', 'Flour']"
19,4302330552,"['Pitta', 'Naan', 'Crumpet', 'Bananas', 'Eggs', 'Fresh Beef', 'Fresh Flowers', 'Tinned Fruit', 'Gravy', 'Olives', 'Icing Sugar', 'Jam']"
19,0,"['Glasses', 'Bagel', 'Pitta', 'Naan', 'Cake', 'Lemonade', 'Coffee', 'Eggs', 'Fresh Pasta', 'Tinned Fruit', 'Oil', 'Cous cous', 'Vinegar', 'Jam']"
19,4300835584,"['Croissant', 'Dried Fruit and Nuts', 'Gravy', 'Oil', 'Vinegar']"
19,0,"['Christmas Cards', 'Computer', 'Bagel', 'Croissant', 'Sweet Treats', 'Still Water', 'Coffee', 'Fresh Beef', 'Fresh Fish', 'Fresh Flowers', 'Dried Fruit and Nuts', 'Soup', 'Oil', 'Cous cous', 'Vinegar', 'Pickles', 'Jam']"
19,0,"['Lemonade', 'Coffee', 'Fresh Milk', 'Fresh Beef']"
19,4300966080,"['Glasses', 'Coffee', 'Oil', 'Flour']"
19,0,"['Blu Ray', 'Utensils', 'Crumpet', 'Cake', 'Lemonade', 'Still Water', 'Soup', 'Icing Sugar']"
19,4300079048,"['TV', 'Pitta', 'Dried Fruit and Nuts', 'Gravy']"
19,0,"['TV', 'Computer', 'Glasses', 'Bagel', 'Fresh Fruit Juice', 'Tea', 'Fresh Beef', 'Dried Fruit and Nuts', 'Soup', 'Tinned Fruit', 'Gravy', 'Oil', 'Cous cous', 'Vinegar', 'Olives']"
19,4302641632,"['Bagel', 'Crumpet', 'Sweet Treats', 'Sports and Energy', 'Tea', 'Fresh Flowers']"
19,0,"['Blu Ray', 'TV', 'Crumpet', 'Bananas', 'Eggs', 'Fresh Pasta', 'Icing Sugar']"
19,0,"['TV', 'Naan', 'Sweet Treats', 'Tea', 'Fresh Beef', 'Gravy', 'Pickles']"
19,4303072720,"['Blu Ray', 'Bagel', 'Pitta', 'Dried Fruit and Nuts', 'Soup', 'Cous cous', 'Vinegar', 'Icing Sugar', 'Jam']"
19,0,"['Fresh Milk', 'Fresh Pizza', 'Soup', 'Vinegar', 'Flour', 'Icing Sugar']"
19,4302838240,"['Blu Ray', 'Utensils', 'Glasses', 'Bananas', 'Fresh Milk', 'Fresh Fish', 'Fresh Flowers', 'Dried Fruit and Nuts', 'Tinned Fruit']"
19,0,"['Bagel', 'Croissant', 'Crumpet', 'Lemonade', 'Fresh Fruit Juice', 'Coffee', 'Bananas']"
19,0,"['Bagel', 'Naan', 'Croissant', 'Sweet Treats', 'Lemonade', 'Sports and Energy', 'Coffee', 'Fresh Milk', 'Fresh Fish', 'Fresh Pasta', 'Tinned Fruit', 'Oil', 'Cous cous', 'Flour']"
19,4302640120,"['Bagel', 'Pitta', 'Croissant', 'Sweet Treats', 'Fresh Milk']"
19,4302505384,"['TV', 'Croissant', 'Sweet Treats', 'Cake', 'Lemonade', 'Fresh Fish', 'Dried Fruit and Nuts', 'Flour']"
19,4302808848,"['Pitta', 'Sweet Treats', 'Cake', 'Eggs', 'Fresh Fish', 'Fresh Pasta', 'Fresh Pizza', 'Fresh Flowers', 'Dried Fruit and Nuts', 'Oil', 'Jam']"
19,0,"['Utensils', 'Fresh Pasta', 'Dried Fruit and Nuts', 'Tinned Fruit', 'Oil', 'Olives', 'Pickles', 'Icing Sugar', 'Jam']"
19,4300032408,"['Christmas Cards', 'Utensils', 'Glasses', 'Bagel', 'Croissant', 'Pickles', 'Jam']"
19,0,"['Utensils', 'Naan', 'Sports and Energy', 'Bananas', 'Fresh Milk', 'Eggs', 'Fresh Fish', 'Fresh Pasta', 'Fresh Flowers', 'Cous cous', 'Olives']"
19,4301163264,"['Crumpet', 'Fresh Fruit Juice', 'Tea', 'Fresh Milk', 'Eggs', 'Fresh Beef', 'Fresh Pasta', 'Olives', 'Icing Sugar']"
19,4330790640,"['Pitta', 'Cake', 'Lemonade', 'Still Water', 'Fresh Pasta', 'Fresh Pizza', 'Vinegar', 'Olives']"
19,4302488064,"['Glasses', 'Sports and Energy', 'Bananas', 'Fresh Milk', 'Eggs', 'Fresh Fish', 'Fresh Pasta', 'Fresh Pizza', 'Fresh Flowers', 'Dried Fruit and Nuts', 'Soup', 'Tinned Fruit', 'Pickles', 'Icing Sugar', 'Jam']"
19,4300080192,"['Fresh Fruit Juice', 'Tea', 'Coffee', 'Oil', 'Icing Sugar', 'Jam']"
19,4303340392,"['Sweet Treats', 'Lemonade', 'Eggs', 'Fresh Beef', 'Fresh Pasta', 'Fresh Flowers']"
19,0,"['Blu Ray', 'Utensils', 'Fresh Beef', 'Fresh Fish', 'Fresh Pasta', 'Fresh Pizza', 'Dried Fruit and Nuts', 'Soup', 'Vinegar']"
19,0,"['Tea', 'Fresh Pasta', 'Fresh Pizza', 'Fresh Flowers']"
19,0,"['Computer', 'Utensils', 'Glasses', 'Sports and Energy', 'Still Water', 'Tea', 'Coffee', 'Fresh Milk', 'Eggs']"
19,4303290520,"['Blu Ray', 'Computer', 'Still Water', 'Tea', 'Coffee', 'Tinned Fruit', 'Gravy', 'Oil', 'Olives']"
19,0,"['Glasses', 'Pitta', 'Naan', 'Crumpet', 'Bananas', 'Fresh Milk', 'Eggs', 'Fresh Flowers']"
19,0,"['Christmas Cards', 'Blu Ray', 'Bagel', 'Fresh Beef', 'Fresh Fish', 'Tinned Fruit', 'Oil', 'Cous cous', 'Vinegar', 'Pickles']"
19,4300047640,"['Christmas Cards', 'Utensils', 'Glasses', 'Sports and Energy', 'Coffee', 'Eggs', 'Fresh Pasta', 'Fresh Flowers', 'Soup', 'Tinned Fruit', 'Olives', 'Jam']"
19,4300698256,"['Christmas Cards', 'Computer', 'Glasses', 'Lemonade', 'Bananas', 'Fresh Milk', 'Fresh Beef', 'Fresh Fish', 'Fresh Pizza', 'Fresh Flowers']"
19,0,"['TV', 'Naan', 'Sweet Treats', 'Bananas', 'Fresh Milk', 'Dried Fruit and Nuts']"
19,0,['Fresh Pizza']
19,4302908232,"['Christmas Cards', 'Utensils', 'Glasses', 'Crumpet', 'Tea', 'Eggs', 'Olives']"
19,0,"['Blu Ray', 'Fresh Fruit Juice', 'Coffee', 'Fresh Pasta']"
19,4300987352,"['TV', 'Computer', 'Utensils', 'Pitta', 'Sweet Treats', 'Cake', 'Sports and Energy', 'Tea', 'Jam']"
19,0,"['Bagel', 'Naan', 'Cake', 'Lemonade', 'Sports and Energy', 'Fresh Pizza']"
19,4303298216,"['Computer', 'Crumpet', 'Coffee', 'Fresh Milk', 'Fresh Pasta', 'Gravy', 'Cous cous']"
19,0,"['TV', 'Glasses', 'Bagel', 'Soup', 'Oil', 'Icing Sugar']"
19,4300728800,"['Christmas Cards', 'TV', 'Utensils', 'Pitta', 'Croissant', 'Fresh Fruit Juice']"
19,4303244248,"['Pitta', 'Still Water', 'Bananas', 'Eggs', 'Fresh Pizza', 'Fresh Flowers', 'Gravy', 'Oil', 'Cous cous', 'Flour', 'Jam']"
19,4300511640,"['Naan', 'Sweet Treats', 'Fresh Milk', 'Fresh Pasta', 'Oil', 'Cous cous', 'Flour', 'Icing Sugar']"
19,0,"['Bagel', 'Cake', 'Fresh Fruit Juice', 'Tea', 'Gravy', 'Cous cous', 'Olives']"
19,0,"['Naan', 'Still Water', 'Tea', 'Fresh Fish', 'Fresh Pasta', 'Tinned Fruit', 'Oil', 'Pickles']"
19,4301027520,"['Blu Ray', 'Computer', 'Bagel', 'Naan', 'Croissant', 'Cake', 'Sports and Energy', 'Vinegar']"
19,4302320704,"['Pitta', 'Croissant', 'Fresh Fruit Juice', 'Bananas', 'Eggs', 'Fresh Fish', 'Soup', 'Tinned Fruit', 'Oil', 'Vinegar']"
19,4302621728,"['Sports and Energy', 'Soup', 'Tinned Fruit', 'Gravy', 'Olives', 'Icing Sugar']"
19,4302961912,"['TV', 'Tea', 'Bananas', 'Eggs', 'Fresh Beef', 'Soup', 'Gravy']"
19,0,"['Computer', 'Naan', 'Cake', 'Coffee', 'Fresh Beef', 'Fresh Pizza']"
19,4303225632,"['Sports and Energy', 'Dried Fruit and Nuts', 'Tinned Fruit', 'Oil', 'Olives', 'Flour']"
19,4300560072,"['Bagel', 'Cake', 'Sports and Energy', 'Pickles']"
19,4300047856,"['Crumpet', 'Fresh Fish', 'Olives']"
19,4300989432,"['Glasses', 'Cake', 'Lemonade', 'Sports and Energy', 'Coffee', 'Eggs', 'Fresh Fish', 'Fresh Pizza', 'Dried Fruit and Nuts', 'Tinned Fruit', 'Vinegar']"
19,0,"['Naan', 'Croissant', 'Crumpet', 'Cake', 'Bananas', 'Fresh Milk', 'Fresh Fish', 'Fresh Pasta', 'Tinned Fruit', 'Oil']"
19,0,"['Christmas Cards', 'Bagel', 'Sports and Energy', 'Still Water', 'Fresh Fruit Juice', 'Tea', 'Bananas', 'Pickles', 'Flour']"
19,4300745760,"['Bagel', 'Lemonade', 'Fresh Fish', 'Fresh Pizza', 'Dried Fruit and Nuts', 'Gravy', 'Cous cous', 'Olives', 'Icing Sugar', 'Jam']"
19,0,"['Computer', 'Utensils', 'Sports and Energy', 'Bananas', 'Fresh Beef', 'Fresh Flowers', 'Flour', 'Jam']"
19,4302381784,"['Bagel', 'Naan', 'Tea', 'Coffee', 'Fresh Beef', 'Fresh Pizza', 'Fresh Flowers', 'Gravy', 'Olives', 'Flour', 'Icing Sugar']"
19,4300611880,"['Computer', 'Utensils', 'Glasses', 'Crumpet', 'Sweet Treats', 'Still Water', 'Coffee', 'Fresh Pizza']"
19,0,"['Croissant', 'Sweet Treats', 'Fresh Milk', 'Dried Fruit and Nuts', 'Gravy', 'Oil', 'Cous cous', 'Flour']"
19,4303031472,"['Crumpet', 'Coffee', 'Eggs', 'Fresh Flowers', 'Flour']"
19,0,"['Christmas Cards', 'Utensils', 'Fresh Beef', 'Olives', 'Icing Sugar']"
19,0,"['Croissant', 'Crumpet', 'Fresh Fish', 'Fresh Pasta', 'Fresh Pizza', 'Fresh Flowers', 'Tinned Fruit', 'Jam']"
19,4302441576,"['Fresh Flowers', 'Dried Fruit and Nuts', 'Soup', 'Vinegar', 'Icing Sugar']"
19,0,"['Still Water', 'Fresh Fruit Juice', 'Eggs', 'Fresh Fish', 'Fresh Flowers', 'Olives', 'Flour']"
19,4300603544,"['TV', 'Utensils', 'Glasses', 'Pitta', 'Lemonade', 'Fresh Beef', 'Fresh Fish', 'Fresh Flowers', 'Dried Fruit and Nuts', 'Pickles']"
19,4300030248,"['Croissant', 'Fresh Flowers', 'Cous cous', 'Jam']"
19,4303030968,"['Christmas Cards', 'Utensils', 'Glasses', 'Crumpet', 'Still Water', 'Coffee', 'Fresh Pizza', 'Fresh Flowers']"
19,0,"['TV', 'Computer', 'Utensils', 'Bagel', 'Naan', 'Croissant', 'Crumpet', 'Cake', 'Fresh Flowers', 'Tinned Fruit']"
19,0,"['TV', 'Computer', 'Naan', 'Eggs', 'Fresh Pizza', 'Vinegar']"
19,0,"['Bagel', 'Croissant', 'Cake', 'Still Water', 'Coffee']"
19,4300055760,"['TV', 'Fresh Fruit Juice', 'Tea', 'Eggs', 'Gravy']"
19,0,"['Glasses', 'Lemonade', 'Bananas', 'Fresh Milk', 'Fresh Pasta', 'Tinned Fruit', 'Olives']"
19,0,"['Naan', 'Sports and Energy', 'Still Water', 'Coffee', 'Bananas', 'Eggs', 'Oil']"
19,4330642896,['Computer']
19,4300109800,"['Computer', 'Sports and Energy', 'Still Water', 'Bananas', 'Oil', 'Cous cous', 'Pickles', 'Jam']"
19,4300888616,"['Christmas Cards', 'Blu Ray', 'Naan', 'Croissant', 'Crumpet', 'Cake', 'Sports and Energy', 'Fresh Fruit Juice', 'Bananas', 'Vinegar', 'Jam']"
19,4302787504,"['Blu Ray', 'Eggs', 'Fresh Fish', 'Dried Fruit and Nuts', 'Soup', 'Tinned Fruit', 'Oil', 'Cous cous', 'Pickles', 'Flour', 'Jam']"
19,4301203000,"['Computer', 'Bagel', 'Pitta', 'Naan', 'Croissant', 'Crumpet', 'Sweet Treats', 'Cake', 'Olives', 'Pickles', 'Icing Sugar']"
19,4303146664,"['Glasses', 'Bagel', 'Naan', 'Cake', 'Fresh Fruit Juice', 'Tea', 'Coffee', 'Fresh Pizza', 'Fresh Flowers', 'Tinned Fruit', 'Cous cous']"
19,4301089392,"['Computer', 'Utensils', 'Pitta', 'Cake', 'Coffee', 'Bananas', 'Fresh Pasta']"
19,4300514440,"['Cake', 'Lemonade', 'Flour']"
19,4330746224,"['Croissant', 'Crumpet', 'Fresh Milk', 'Eggs', 'Fresh Beef', 'Fresh Fish', 'Soup', 'Cous cous', 'Vinegar', 'Icing Sugar']"
19,4301119000,"['TV', 'Computer', 'Crumpet', 'Bananas', 'Fresh Fish', 'Vinegar', 'Olives', 'Icing Sugar']"
19,4303092624,"['Bagel', 'Fresh Beef', 'Fresh Fish', 'Dried Fruit and Nuts', 'Tinned Fruit', 'Jam']"
19,0,"['Sweet Treats', 'Lemonade', 'Sports and Energy', 'Fresh Fruit Juice', 'Tea', 'Coffee', 'Eggs', 'Fresh Beef', 'Gravy', 'Pickles']"
19,0,"['Blu Ray', 'TV', 'Bananas', 'Fresh Milk', 'Eggs', 'Fresh Fish', 'Fresh Pasta', 'Dried Fruit and Nuts', 'Oil', 'Cous cous', 'Olives', 'Pickles']"
19,0,"['Utensils', 'Croissant', 'Sports and Energy', 'Eggs', 'Fresh Beef', 'Fresh Pizza', 'Fresh Flowers', 'Vinegar']"
19,0,"['Computer', 'Still Water', 'Tea', 'Eggs', 'Oil', 'Cous cous', 'Vinegar']"
19,4300649752,"['Computer', 'Bagel', 'Sweet Treats', 'Still Water', 'Fresh Milk', 'Tinned Fruit', 'Oil', 'Flour', 'Icing Sugar', 'Jam']"
19,0,"['TV', 'Computer', 'Bagel', 'Croissant', 'Crumpet', 'Sweet Treats', 'Lemonade', 'Still Water']"
19,4303000352,"['Glasses', 'Coffee', 'Fresh Milk', 'Gravy', 'Oil', 'Vinegar', 'Icing Sugar']"
19,0,"['Glasses', 'Crumpet', 'Sweet Treats', 'Lemonade', 'Bananas', 'Fresh Milk', 'Fresh Pasta', 'Oil', 'Cous cous', 'Vinegar', 'Pickles', 'Flour']"
19,4300071568,['Vinegar']
19,4303004160,"['Blu Ray', 'Crumpet', 'Fresh Fruit Juice', 'Bananas', 'Fresh Pasta', 'Fresh Flowers', 'Dried Fruit and Nuts', 'Oil', 'Olives', 'Pickles', 'Icing Sugar']"
19,4301071856,"['Blu Ray', 'Utensils', 'Glasses', 'Bagel', 'Naan', 'Croissant', 'Sweet Treats', 'Lemonade', 'Sports and Energy', 'Fresh Fruit Juice', 'Soup', 'Tinned Fruit', 'Gravy', 'Cous cous', 'Vinegar', 'Olives', 'Icing Sugar', 'Jam']"
19,4302863824,"['Christmas Cards', 'Glasses', 'Naan', 'Sports and Energy', 'Dried Fruit and Nuts', 'Oil', 'Pickles']"
19,4300895224,"['Christmas Cards', 'Utensils', 'Lemonade', 'Still Water', 'Coffee', 'Bananas', 'Fresh Milk', 'Fresh Fish', 'Fresh Pizza', 'Dried Fruit and Nuts', 'Soup', 'Olives', 'Jam']"
19,0,"['Utensils', 'Sports and Energy', 'Still Water', 'Fresh Pasta', 'Vinegar', 'Olives', 'Icing Sugar']"
19,4300116840,"['Sweet Treats', 'Lemonade', 'Sports and Energy', 'Tea', 'Coffee', 'Fresh Fish', 'Fresh Pasta', 'Dried Fruit and Nuts', 'Gravy', 'Oil', 'Pickles', 'Jam']"
19,4303204504,"['Eggs', 'Fresh Fish', 'Dried Fruit and Nuts', 'Tinned Fruit', 'Pickles', 'Icing Sugar']"
19,4302402120,"['TV', 'Bagel', 'Crumpet', 'Sweet Treats', 'Fresh Milk', 'Fresh Pizza', 'Soup', 'Vinegar', 'Olives']"
19,0,"['Christmas Cards', 'TV', 'Pitta', 'Crumpet', 'Sweet Treats', 'Tea', 'Vinegar', 'Jam']"
19,4301090760,"['Christmas Cards', 'TV', 'Utensils', 'Bagel', 'Crumpet', 'Sweet Treats', 'Fresh Fruit Juice', 'Fresh Beef', 'Soup', 'Gravy']"
19,0,"['Naan', 'Crumpet', 'Cake', 'Sports and Energy', 'Fresh Milk', 'Fresh Fish', 'Fresh Pizza', 'Fresh Flowers', 'Vinegar', 'Jam']"
19,4301163048,"['Blu Ray', 'Pitta', 'Naan', 'Croissant', 'Cake', 'Cous cous', 'Jam']"
19,4300826024,"['Cake', 'Oil']"
19,0,"['Croissant', 'Eggs', 'Fresh Fish', 'Fresh Pasta']"
19,4300596864,"['Computer', 'Glasses', 'Croissant', 'Crumpet', 'Sports and Energy', 'Bananas', 'Eggs', 'Fresh Beef', 'Fresh Fish', 'Fresh Pasta']"
19,0,"['Christmas Cards', 'Utensils', 'Bagel', 'Naan', 'Croissant', 'Cake', 'Lemonade', 'Fresh Fruit Juice', 'Fresh Milk', 'Fresh Beef', 'Fresh Pasta']"
19,0,"['Bagel', 'Crumpet', 'Lemonade', 'Still Water', 'Tea', 'Fresh Beef']"
19,0,"['Computer', 'Utensils', 'Glasses', 'Naan', 'Tea', 'Bananas', 'Fresh Pasta', 'Gravy', 'Jam']"
19,0,"['TV', 'Computer', 'Utensils', 'Bagel', 'Cake', 'Still Water', 'Fresh Fish', 'Soup', 'Tinned Fruit', 'Oil', 'Olives', 'Pickles', 'Flour']"
19,0,"['Blu Ray', 'Glasses', 'Cake', 'Icing Sugar']"
19,0,"['Christmas Cards', 'Blu Ray', 'Utensils', 'Naan', 'Fresh Milk', 'Eggs', 'Cous cous']"
19,4300478440,"['Computer', 'Glasses', 'Sweet Treats', 'Fresh Milk', 'Eggs', 'Gravy', 'Cous cous', 'Icing Sugar']"
19,0,"['TV', 'Croissant', 'Sports and Energy', 'Fresh Beef', 'Fresh Fish', 'Fresh Pizza', 'Fresh Flowers', 'Tinned Fruit', 'Gravy', 'Jam']"
19,0,"['Glasses', 'Lemonade', 'Tinned Fruit', 'Olives', 'Pickles', 'Flour']"
19,4301128840,"['Bagel', 'Pitta', 'Crumpet', 'Soup', 'Olives']"
19,4330749320,"['TV', 'Sports and Energy', 'Fresh Pizza', 'Soup', 'Gravy', 'Pickles', 'Icing Sugar', 'Jam']"
19,0,"['Blu Ray', 'TV', 'Sweet Treats', 'Lemonade']"
19,4303290880,"['Naan', 'Sweet Treats', 'Lemonade', 'Tea', 'Gravy', 'Icing Sugar']"
19,0,"['Christmas Cards', 'Computer', 'Sports and Energy', 'Still Water', 'Fresh Fruit Juice', 'Coffee', 'Fresh Milk', 'Eggs', 'Fresh Fish', 'Fresh Flowers', 'Tinned Fruit', 'Cous cous']"
19,4330711952,"['Christmas Cards', 'Blu Ray', 'Glasses', 'Crumpet', 'Sports and Energy', 'Bananas', 'Fresh Fish', 'Tinned Fruit', 'Cous cous']"
19,4303072720,"['Christmas Cards', 'Blu Ray', 'Utensils', 'Bagel', 'Pitta', 'Sweet Treats', 'Cake', 'Fresh Pasta', 'Fresh Pizza', 'Dried Fruit and Nuts', 'Flour', 'Jam']"
19,4303141992,"['Utensils', 'Eggs', 'Fresh Beef', 'Fresh Pasta']"
19,4303257968,"['Glasses', 'Crumpet', 'Sweet Treats']"
19,0,"['Blu Ray', 'Pitta', 'Sweet Treats', 'Bananas', 'Fresh Beef', 'Oil', 'Pickles', 'Jam']"
19,0,"['Pitta', 'Sweet Treats', 'Sports and Energy', 'Soup', 'Gravy', 'Cous cous', 'Vinegar', 'Flour', 'Icing Sugar', 'Jam']"
19,4299990224,"['Christmas Cards', 'Computer', 'Glasses', 'Crumpet', 'Sweet Treats', 'Eggs', 'Fresh Beef', 'Fresh Flowers', 'Oil', 'Jam']"
19,4302897304,"['Computer', 'Bagel', 'Pitta', 'Naan', 'Cake', 'Lemonade']"
19,0,"['Bagel', 'Still Water', 'Coffee', 'Bananas', 'Eggs', 'Fresh Beef', 'Fresh Flowers', 'Oil', 'Cous cous']"
19,4330802856,"['Blu Ray', 'Glasses', 'Bagel', 'Croissant', 'Sports and Energy', 'Tea', 'Coffee', 'Bananas', 'Eggs', 'Fresh Beef', 'Fresh Pasta', 'Fresh Flowers', 'Soup', 'Gravy', 'Oil', 'Olives', 'Pickles', 'Jam']"
19,0,"['Blu Ray', 'Pitta', 'Crumpet', 'Cake', 'Still Water', 'Tea', 'Fresh Pizza']"
19,4303022920,"['Utensils', 'Pitta', 'Naan', 'Croissant', 'Sweet Treats', 'Bananas']"
19,4302652048,"['Croissant', 'Lemonade', 'Tea', 'Fresh Pizza', 'Dried Fruit and Nuts', 'Gravy', 'Oil', 'Cous cous', 'Olives', 'Pickles', 'Flour']"
19,0,"['Utensils', 'Lemonade', 'Still Water', 'Tea', 'Dried Fruit and Nuts']"
19,4300056840,"['Utensils', 'Pitta', 'Croissant', 'Cake', 'Lemonade', 'Fresh Fruit Juice', 'Tea', 'Fresh Beef', 'Fresh Fish']"
19,4303185320,"['Blu Ray', 'TV', 'Computer', 'Pitta', 'Naan', 'Croissant', 'Still Water', 'Soup', 'Oil']"
19,4302312800,"['Bagel', 'Sports and Energy', 'Fresh Fruit Juice', 'Fresh Beef', 'Soup']"
19,0,"['Christmas Cards', 'TV', 'Utensils', 'Glasses', 'Naan', 'Lemonade', 'Sports and Energy']"
19,0,"['Christmas Cards', 'Blu Ray', 'Computer', 'Sweet Treats', 'Eggs']"
19,4300614256,"['Pitta', 'Still Water', 'Fresh Pasta']"
19,4300543616,"['Bagel', 'Pitta', 'Lemonade', 'Bananas', 'Fresh Fish', 'Soup', 'Icing Sugar']"
19,4302847152,"['Blu Ray', 'TV', 'Utensils', 'Bagel', 'Naan', 'Dried Fruit and Nuts', 'Soup', 'Tinned Fruit', 'Oil', 'Cous cous', 'Vinegar', 'Flour', 'Jam']"
19,0,"['Sports and Energy', 'Tea', 'Soup']"
19,4301035136,"['Computer', 'Naan', 'Sports and Energy', 'Coffee', 'Cous cous', 'Vinegar']"
19,0,"['Christmas Cards', 'Computer', 'Fresh Fruit Juice', 'Eggs', 'Fresh Pasta', 'Fresh Pizza', 'Fresh Flowers']"
19,4300704944,"['Computer', 'Utensils', 'Pitta', 'Naan', 'Still Water', 'Fresh Milk', 'Eggs', 'Vinegar', 'Olives', 'Pickles', 'Icing Sugar']"
19,4302366552,"['Glasses', 'Olives']"
19,0,"['Christmas Cards', 'Bagel', 'Pitta', 'Crumpet', 'Cake', 'Tea', 'Eggs', 'Fresh Pasta', 'Soup', 'Tinned Fruit', 'Cous cous', 'Vinegar', 'Icing Sugar']"
19,4300695816,"['Utensils', 'Sweet Treats', 'Eggs', 'Fresh Pasta', 'Fresh Flowers', 'Soup', 'Tinned Fruit', 'Pickles']"
19,4301219672,"['Christmas Cards', 'Still Water', 'Coffee', 'Eggs', 'Fresh Beef', 'Fresh Fish', 'Tinned Fruit', 'Jam']"
19,4300094352,"['Christmas Cards', 'TV', 'Sports and Energy', 'Coffee', 'Bananas', 'Fresh Milk', 'Fresh Beef', 'Fresh Flowers', 'Soup', 'Vinegar']"
19,4300479448,"['Blu Ray', 'Bagel', 'Naan', 'Crumpet', 'Fresh Beef', 'Tinned Fruit', 'Icing Sugar']"
19,4303079184,"['Pitta', 'Naan', 'Croissant', 'Cake', 'Gravy', 'Oil', 'Cous cous', 'Vinegar', 'Icing Sugar', 'Jam']"
